,id,userId,stockId,groupId,semesterId,timestamp,price
18201,18441,282,14,24,2,2022-09-08 07:30:03,18.0
18202,18442,314,8,11,2,2022-09-08 09:07:49,20.0
18203,18443,276,14,11,2,2022-09-08 09:09:45,18.0
18204,18444,93,54,12,2,2022-09-08 09:10:23,19.0
18205,18445,165,14,11,2,2022-09-08 09:10:23,18.0
18206,18446,221,75,7,2,2022-09-08 09:31:26,24.0
18207,18447,286,14,11,2,2022-09-08 09:40:03,18.0
18208,18448,140,52,29,2,2022-09-08 09:50:39,18.0
18209,18449,164,14,11,2,2022-09-08 10:01:25,18.0
18210,18450,191,14,11,2,2022-09-08 10:12:30,18.0
18216,18456,298,8,6,2,2022-09-08 10:25:51,20.0
18217,18457,6,14,1,2,2022-09-08 10:39:41,18.0
18222,18462,314,8,11,2,2022-09-08 11:11:48,20.0
18223,18463,91,54,12,2,2022-09-08 11:18:13,19.0
18224,18464,277,8,6,2,2022-09-08 11:20:05,20.0
18225,18465,794,8,9,2,2022-09-08 11:23:38,19.0
18226,18466,199,8,12,2,2022-09-08 11:31:30,20.0
18227,18467,302,8,6,2,2022-09-08 11:44:47,20.0
18228,18468,552,43,30,2,2022-09-08 11:48:08,19.0
18229,18469,96,8,12,2,2022-09-08 11:48:42,20.0
18230,18470,91,54,12,2,2022-09-08 11:52:57,19.0
18231,18471,206,8,8,2,2022-09-08 12:04:29,19.0
18234,18474,155,54,12,2,2022-09-08 12:06:13,19.0
18235,18475,149,8,12,2,2022-09-08 12:11:42,20.0
18239,18479,124,8,11,2,2022-09-08 12:35:42,20.0
18240,18480,410,54,2,2,2022-09-08 12:36:23,19.0
18241,18481,331,105,6,2,2022-09-08 12:36:57,18.0
18242,18482,331,105,6,2,2022-09-08 12:36:57,18.0
18243,18483,331,105,6,2,2022-09-08 12:36:57,18.0
18244,18484,673,54,12,2,2022-09-08 12:37:51,19.0
18245,18485,306,54,6,2,2022-09-08 12:38:15,20.0
18246,18486,331,105,6,2,2022-09-08 12:47:58,18.0
18247,18487,98,54,12,2,2022-09-08 12:48:21,19.0
18248,18488,217,43,30,2,2022-09-08 13:18:27,19.0
18251,18491,794,8,9,2,2022-09-08 13:59:47,19.0
18252,18492,153,8,30,2,2022-09-08 14:28:26,19.0
18253,18493,153,8,30,2,2022-09-08 14:28:26,19.0
18254,18494,641,8,7,2,2022-09-08 14:29:05,20.0
18255,18495,552,43,30,2,2022-09-08 14:31:24,19.0
18259,18499,288,54,28,2,2022-09-08 14:31:38,19.0
18260,18500,159,14,7,2,2022-09-08 14:32:40,19.0
18261,18501,619,43,30,2,2022-09-08 14:37:19,19.0
18272,18512,641,8,7,2,2022-09-08 15:21:01,20.0
18280,18520,635,44,30,2,2022-09-08 15:53:35,19.0
18283,18523,6,14,1,2,2022-09-08 15:58:03,18.0
18285,18525,193,75,7,2,2022-09-08 16:03:13,24.0
18289,18529,81,54,12,2,2022-09-08 16:09:04,19.0
18292,18532,201,8,11,2,2022-09-08 16:11:35,20.0
18293,18533,666,21,21,2,2022-09-08 16:24:47,10.0
18294,18534,551,43,29,2,2022-09-08 16:35:15,19.0
18295,18535,113,54,12,2,2022-09-08 17:07:33,19.0
18296,18536,149,54,12,2,2022-09-08 17:08:34,19.0
18297,18537,117,21,21,2,2022-09-08 17:15:02,10.0
18298,18538,298,8,6,2,2022-09-08 17:31:02,20.0
18300,18540,81,8,12,2,2022-09-08 17:33:03,20.0
18301,18541,113,8,12,2,2022-09-08 17:33:12,20.0
18304,18544,483,54,12,2,2022-09-08 18:03:44,19.0
18313,18554,440,38,21,2,2022-09-08 18:09:09,10.0
18314,18555,87,181,21,2,2022-09-08 18:09:47,25.0
18315,18556,87,181,21,2,2022-09-08 18:09:47,25.0
18327,18568,91,8,12,2,2022-09-08 18:23:46,20.0
18328,18569,98,8,12,2,2022-09-08 18:27:14,20.0
18337,18578,149,54,12,2,2022-09-08 18:36:54,19.0
18338,18579,96,54,12,2,2022-09-08 18:37:20,19.0
18339,18580,151,8,12,2,2022-09-08 18:40:17,20.0
18354,18595,440,38,21,2,2022-09-08 18:49:13,10.0
18358,18599,329,54,12,2,2022-09-08 18:58:01,19.0
18365,18606,433,8,9,2,2022-09-08 19:10:31,19.0
18381,18622,81,8,12,2,2022-09-08 19:48:13,20.0
18383,18624,91,8,12,2,2022-09-08 19:53:28,20.0
18384,18625,483,8,12,2,2022-09-08 19:53:37,20.0
